Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1995,6,46.77,39.27,54.52,39.18245315
1995,7,76.97,69.39,84.38,71.17131175
1995,8,96.21,88.43,103.93,88.79839864
1995,9,58.57,50.86,66.13,53.10074957
1995,10,97.68,89.63,105.71,87.58170358
1995,11,104.72,97.06,112.65,81.89768313
1995,12,54.2,47.22,61.54,53.97131175
1996,1,65.56,58.33,72.93,52.53321976
1996,2,48.95,41.96,55.88,33.04448041
1996,3,35.39,28.28,42.48,26.74899489
1996,4,90.42,82.86,97.74,73.76800681
1996,5,74.79,67.06,82.04,62.15252129
1996,6,121.83,114.4,130.01,112.4180409
1996,7,90.14,82.71,97.07,96.60770017
1996,8,46.96,39.48,54.87,51.12446337
1996,9,112.23,104.16,119.98,117.2568654
1996,10,82.76,74.8,91.02,83.04686542
1996,11,54.15,46.5,61.94,51.26831346
1996,12,83.61,76.49,90.89,71.36330494
1997,1,98,90.83,105.03,85.57582624
1997,2,82.95,75.71,89.9,66.51735945
1997,3,56.95,49.71,64.11,45.67449744
1997,4,28.4,21.49,35.99,31.59252129
1997,5,85.24,77.42,92.86,76.35366269
1997,6,65.66,58.01,73.39,61.92855196
1997,7,71.04,63.68,78.59,64.06202726
1997,8,96.52,88.71,104.12,92.3534753
1997,9,73.32,65.72,81.28,67.85964225
1997,10,51.74,43.61,59.79,49.53637138
1997,11,44.29,36.86,51.76,45.90584327
1997,12,30.39,23.8,37.3,27.2834753
1998,1,84.33,77.17,91.61,70.14335605
1998,2,29.37,22.92,36.3,24.16582624
1998,3,119.49,112.19,126.75,103.7355366
1998,4,50.2,42.91,57.4,54.41453152
1998,5,58.08,50.73,65.51,52.40156729
1998,6,73.82,66.25,81.59,72.21621806
1998,7,33.54,26.31,40.91,37.1646167
1998,8,73.8,66.1,81.56,79.22197615
1998,9,64.32,56.64,71.89,67.44127768
1998,10,63.89,55.89,71.85,63.56947189
1998,11,67.29,59.9,74.91,63.63833049
1998,12,46.67,39.69,53.9,46.39659284
1999,1,91.55,84.55,98.85,87.58725724
1999,2,38.7,31.87,45.51,33.68816014
1999,3,20.56,14.27,27.13,14.43577513
1999,4,60.38,53.07,67.97,61.14344123
1999,5,72.85,65.32,80.44,73.23410562
1999,6,91.8,84.03,99.51,88.21109029
1999,7,97.11,89.77,104.6,99.56212947
1999,8,49.81,42.23,57.52,55.32158433
1999,9,70.57,62.84,78.61,70.81103918
1999,10,44.29,35.97,52.24,48.99638842
